MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
15.5,23.2,2,SSW,50,SSW,SE,24,28,64,57,1014.8,1013.9,20.1,20.9,Yes,No
18.6,26.4,0,NNE,48,NNW,ENE,13,30,78,70,1020.1,1014.9,22,23.1,No,No
18.8,21.7,0,ENE,31,ESE,ESE,11,15,50,53,1021,1020.6,20.6,20.7,No,No
20.7,37.8,0,NNE,44,ESE,NE,9,15,49,36,1015.5,1011.1,27.5,31.1,No,No
12.4,20.8,1,NA,0,W,E,7,19,71,57,1027.1,1024.7,16.6,20.4,No,No
19.6,26.2,0.2,NA,0,ESE,NE,7,26,74,56,1019.5,1016.5,23.5,25.4,No,No
18.1,27.5,0.2,S,50,WNW,NE,4,15,69,62,1018.6,1014,21.9,26.6,No,Yes
7.4,19.1,0,W,35,W,WSW,19,11,62,35,1026.9,1025.6,10,17.7,No,No
13.8,19.5,0,ESE,35,NNE,ESE,4,19,73,56,0,0,16.5,19.1,No,No
16.5,27.4,0,ENE,31,W,E,11,24,73,51,1020.7,1019,19.4,25.8,No,No
14.5,21.4,14.8,SSW,41,SSW,SSW,19,17,70,55,1022.1,1021.6,16.6,19.4,Yes,No
9.6,20.9,0,NA,0,N,NW,11,26,62,35,1019.9,1013,13.2,20.6,No,No
17.5,28.3,0.6,WSW,63,W,WNW,35,19,32,18,1010.5,1009.6,19.9,27.5,No,No
17.9,20.9,0,NA,0,E,WNW,7,7,72,94,1016,1015.7,20.3,16.5,No,Yes
13.7,23.3,0,E,30,W,E,11,17,59,48,1021.3,1017.5,19.5,21.8,No,No
16.4,22.1,0.6,NA,0,ESE,S,33,15,59,64,1022.8,1021.3,20.5,20.1,No,Yes
8.9,18.6,24.4,NA,0,W,S,15,19,84,59,1029.7,1027.3,12,17.6,Yes,Yes
18.5,27,27.8,S,44,SW,SE,15,15,81,56,1020.4,1018.2,19.6,26,Yes,No
20.7,26.1,0,NE,41,NW,NNE,11,13,84,81,1015.4,1012.8,21.1,23.8,No,Yes
17.4,36.5,0,SSW,57,W,W,11,22,45,17,1013.6,1009.7,25.1,35.6,No,No
12.6,21.8,0,S,39,WNW,SSE,17,17,66,51,1025,1022.4,16.4,21,No,No
21.8,30.7,0,SSW,41,WNW,SE,9,20,84,54,1016.3,1014.3,22.9,29.9,No,Yes
15.6,22.3,28.2,ENE,61,ENE,E,15,19,81,61,1019.5,1014.3,19.5,22.2,Yes,No
8.3,14.2,2.4,SE,30,W,WSW,15,6,87,87,1026.2,1023.4,10,13.6,Yes,Yes
16.4,25.1,0,NA,0,N,NE,15,26,55,57,1019.3,1015,22.5,23.8,No,No
11.5,19.6,6.6,NA,0,W,E,22,17,77,64,1020.6,1016.7,13.5,18,Yes,Yes
14.2,23.4,0.2,WNW,63,W,WNW,9,46,31,21,1005.7,1002.9,19.9,22.9,No,No
22.6,31.3,0.4,E,31,W,E,9,17,73,49,1012,1008.1,24.8,30.5,No,No
21.4,25,6,SSE,54,S,SSE,6,24,78,83,999.5,1001.6,24.7,21.5,Yes,Yes
14.4,22.9,0.2,NA,0,W,E,15,15,85,65,1015.4,1011.2,16.7,21.7,No,No
15.3,24.4,0,N,31,WNW,NE,11,17,63,55,1015.9,1012,20.4,22.5,No,No
16.5,23.8,0,ENE,20,W,NE,13,7,95,81,1014.3,1010.9,17.7,22.2,No,No
26.2,34.7,0,S,48,S,SE,19,19,55,44,1011.3,1009.3,29.6,33.9,No,Yes
17.5,25.2,0,ENE,35,ENE,E,4,20,55,48,1018.7,1015.4,21.8,24.5,No,No
19.6,26.5,0,NE,57,NNE,NE,17,28,45,56,1021.5,1018.4,24.7,25.5,No,No
11.7,20.1,0,NNW,26,W,NNE,15,6,61,59,1022.8,1020,14.9,19.2,No,No
11.3,18.1,21.4,SSW,30,NW,S,9,17,94,69,1031.6,1030.6,12.1,16.6,Yes,Yes
15.1,20.7,0.4,S,28,SSE,ESE,15,17,73,55,1020.1,1016,16.2,19.8,No,No
17.5,24,0,ENE,30,W,E,13,20,71,59,1019,1016.8,20.4,23,No,No
9,19.8,0,SW,46,W,ESE,19,19,48,43,1023,1022.6,14,17.1,No,No
10.8,21,0,NA,0,W,E,20,17,61,62,1019.1,1016.5,14,17.9,No,No
20.9,25.6,0.4,NA,0,E,E,13,24,66,59,1021.7,1019.7,22.9,25.5,No,No
14.4,26.8,0,NNE,41,WNW,E,13,19,61,61,1016.8,1014.2,19.9,23.6,No,No
19.8,22.5,2.6,NA,0,SE,E,20,26,86,89,1021.8,1020.4,21.1,19.9,Yes,Yes
22.7,33.5,0,NNE,37,W,NE,7,17,65,49,1011.3,1006.9,26.1,31.8,No,No
19.1,23.2,0.8,NA,0,ENE,0,19,0,77,61,1027.2,1024,20.9,22.8,No,No
15.1,22.7,0,NA,0,W,ESE,11,4,81,75,1016.4,1013.4,17.4,19.7,No,Yes
11.3,23,0,W,31,W,ESE,19,15,59,44,1017.7,1013.8,14.7,19.6,No,No
7.4,19.6,0,WNW,33,W,E,20,9,72,38,1029.8,1026.6,8.8,17.9,No,No
20.5,27.7,0,ESE,31,W,SE,9,20,73,60,1021.2,1020.4,23,27.5,No,No
14.4,18.1,0.4,ESE,48,S,SE,15,20,83,68,1022.3,1020.5,14.8,17.6,No,Yes
17,24.5,0,NA,0,W,WNW,26,35,38,21,1002,998.7,20.1,24,No,No
9.8,20.3,0,ENE,24,W,ENE,13,19,75,59,1031,1025.8,12.8,19.6,No,No
11,23.5,0,NA,0,NNW,WNW,22,24,47,21,1015.8,1009.4,15.4,23.2,No,No
10.9,18.4,0,W,22,WNW,W,6,6,66,54,1017.2,1013,13.3,17,No,No
14.7,21.1,5,SSW,31,E,ESE,6,4,90,64,1017.4,1015.4,15.4,20.7,Yes,No
20.7,23.8,0,SSW,56,ESE,SSE,13,19,71,77,1011.5,1008.5,22.4,22.2,No,Yes
16.4,21.4,1.8,ESE,33,SE,ESE,17,19,65,53,1021.5,1020.4,18.3,20.2,Yes,No
10.8,23.3,0,W,30,W,WNW,22,7,68,37,1018.7,1016.5,13.8,22.8,No,No
18.2,26.9,0,ENE,31,W,ENE,11,22,77,59,1019.8,1018.3,21.5,25.6,No,No
14.1,22.1,0,NA,0,NW,WNW,41,35,35,31,1009.8,1007.5,17.4,20.9,No,No
12.4,18.1,61,SE,44,W,S,17,15,91,84,1024.2,1023.4,13.3,16.9,Yes,Yes
16.1,18,11.8,WSW,57,SE,S,15,22,84,69,1010,1010.1,17,16.4,Yes,No
14.9,24.1,0,NA,0,W,E,15,15,43,38,1015.2,1011.7,17.4,22.6,No,No
10.1,19.6,0,NA,0,W,E,13,11,91,58,1019.9,1016.7,11.2,18.8,No,No
18.7,25.3,0.2,ESE,30,WNW,ESE,11,17,67,52,1019.5,1018.6,21.2,24.2,No,No
11,28.5,0,NA,0,WNW,NE,11,9,49,27,1022.5,1019.1,17.3,25.5,No,No
15,22.7,9.4,SSW,43,W,SSW,19,17,71,75,1023.7,1022.2,17.4,20.2,Yes,Yes
15.4,23.9,0,NA,0,0,E,0,19,74,64,1022.6,1021.3,21,23.1,No,No
21.3,27.1,0,NE,56,NNE,NE,26,33,55,51,1015.7,1012,24.9,25.9,No,No
10.6,20.9,8.4,NW,48,WNW,WNW,15,20,89,45,1007,1004.3,13.4,20.1,Yes,No
16.2,24.4,4.8,W,44,WSW,SE,20,22,43,36,1010.9,1011.2,18.4,23.8,Yes,No
21.8,29.9,0,NE,48,E,ENE,13,31,72,64,1010.6,1007.8,25.7,26.9,No,No
21.2,40.4,0,NA,0,ENE,N,11,26,75,19,1005,1001.5,24,39.8,No,No
17.5,22.9,0,NA,0,NNW,E,7,22,66,70,1019.9,1014.7,21.3,21.6,No,No
9.8,19.8,0,WSW,30,WNW,W,19,17,66,36,1022.1,1019.7,11.6,19,No,No
6.4,17,0,WSW,52,WNW,WSW,24,22,49,32,1018.8,1015.5,9.1,16.4,No,No
12,19.2,3.6,NA,0,W,S,17,22,92,72,1021.4,1020.2,13.5,17.1,Yes,No
20,26.8,0,S,59,NNE,ENE,17,9,61,68,1006.4,1004.2,24.5,24.4,No,No
23.2,27.8,0,S,63,SSW,SE,28,22,67,60,1014.9,1015.5,25.4,26.7,No,No
18.1,26.8,22,NE,59,NNE,ENE,28,30,95,73,1007.6,1003.9,19.9,24.3,Yes,Yes
19,33.3,0,S,63,ESE,NE,9,31,58,34,1010.3,1006.7,26.3,32,No,No
15.4,23.2,0.6,S,39,S,ESE,13,19,61,45,1016.1,1015,17.9,20.5,No,No
22.7,39.2,0,S,74,SE,ENE,6,15,50,43,1011.7,1008.1,30.8,32.4,No,Yes
9.5,18.5,0.4,NA,0,W,SW,28,22,64,70,1014.7,1015.8,11.3,15.2,No,Yes
13.5,22.5,0,W,43,W,W,19,28,55,29,1016.5,1015.5,16.9,21.7,No,No
6.7,17.3,0,NA,0,W,NW,17,7,79,42,1010.1,1008.2,8.9,17,No,No
10,19.8,0,WSW,43,W,SSW,20,19,63,46,1023.4,1024,13.5,17.8,No,No
17.7,19.6,1,NA,0,S,SSW,26,22,87,80,1017.3,1018.9,17.8,18.4,No,Yes
9.1,18.5,0.4,NA,0,W,NE,22,6,78,62,1023.5,1018.7,10.6,16.3,No,No
12.5,19.6,0.4,WNW,26,W,ESE,19,17,78,71,1027,1024.5,14.1,18.5,No,Yes
21.8,25.2,0.4,ENE,44,E,NE,20,20,71,79,1014.5,1012.1,24.3,24.3,No,Yes
17.4,28.9,0,NA,0,WNW,E,7,24,41,34,1010.4,1007.8,23.2,26.6,No,No
18.7,34.2,0,NA,0,0,0,0,0,49,11,1010.3,1006.1,23.8,32.8,No,No
17.5,24.5,3.2,SSE,41,SSE,SSE,26,26,59,46,1023.9,1022.3,20.6,22.7,Yes,Yes
19.7,29.9,0,SSE,28,NNE,ESE,9,17,76,49,1007.2,1003.7,22.5,27.2,No,No
18.5,29.9,0.2,SSE,39,WNW,SSE,19,19,81,59,1015.3,1013.6,21,25.9,No,No
10.8,20.1,0,SSW,35,W,S,13,17,68,60,1026.6,1024.5,14.3,19.2,No,No
13.7,23.5,2.4,W,56,W,ESE,28,22,26,23,1017.9,1017.9,16.8,21.8,Yes,No
7.3,15.9,0,SSW,54,W,SSW,24,28,54,36,1024.2,1022.2,9.6,15.3,No,Yes
20,27.5,26.8,SE,28,S,ESE,11,17,97,60,1010.8,1009.5,21.1,26.4,Yes,No
19.9,30.4,28.6,SSE,57,WSW,SE,19,37,67,66,1007.8,1011.3,24.1,22.7,Yes,No
10.3,17.5,28.6,ESE,46,E,WNW,28,22,90,74,1010.3,1004.2,14.4,17,Yes,Yes
9.5,21.3,0,W,30,W,NE,20,4,70,45,1025.7,1023,11.3,20.2,No,Yes
15.4,20,7.6,E,52,E,ESE,24,15,89,89,1021.8,1020.4,18.3,18.6,Yes,Yes
10.3,17.3,13,SSW,41,SW,SSW,22,15,74,83,1018,1018.7,14.8,14.2,Yes,Yes
19.7,21.5,0,SSW,67,SSE,SE,39,26,61,56,1029.6,1033.6,20.3,19,No,No
12.8,16.7,23.4,SSE,50,SSW,SE,17,20,92,62,1023.9,1021.1,13.7,16.3,Yes,Yes
21.6,26.6,0.2,ENE,31,ESE,E,19,19,68,81,1015.9,1013.2,23.5,23.7,No,No
17.3,24.6,0,NW,72,NW,WNW,20,35,51,35,1006.5,1004.3,19.8,23.8,No,No
15.4,21.9,0,WNW,70,WNW,WSW,17,39,48,35,1010.2,1009.6,16.8,21.1,No,No
13.6,22.3,2.4,NA,0,SSW,SSE,19,20,47,49,1003.5,1005.1,19.7,20.7,Yes,No
8.5,14.1,1.2,W,33,W,SSW,20,11,90,88,1028.7,1027.6,9.1,13.7,Yes,Yes
16.8,26.5,0,W,24,WNW,NE,13,17,88,56,1016,1013.6,18.6,25.6,No,No
9.5,19.3,0,NA,0,W,ENE,20,19,41,33,1021.1,1017.8,13.5,17.2,No,No
18.9,25.1,0,NE,37,NNW,NE,13,20,83,72,1010.8,1005.1,20.5,23.8,No,No
17.5,23.8,56,ENE,31,ENE,E,2,13,92,82,1019.7,1016.2,19.5,21.5,Yes,No
17.7,22.9,0,NE,44,ENE,NE,13,24,49,47,1021,1017.5,20.8,21.4,No,No
23.7,37.5,0,SSE,44,NW,ENE,7,17,61,35,1010.4,1006.4,27.4,36.2,No,No
23,33.4,0,NA,0,ESE,NE,7,19,61,39,1009.1,1006,28.6,33.1,No,Yes
12.8,20.6,11.2,W,35,W,WNW,13,9,91,57,1004.2,1000.4,14.3,18.7,Yes,No
16.9,19.8,0,NA,0,SE,ESE,13,24,75,68,1020.9,1021.9,19.4,19.1,No,Yes
19,25.4,1.4,ENE,22,WNW,E,7,11,83,58,1026.1,1023.7,20.9,24.7,Yes,No
19.9,27,1.2,NE,43,ESE,NE,6,20,71,63,1016.5,1013.6,23.6,26.2,Yes,No
14.3,21.2,4.4,NA,0,S,S,22,24,58,59,1016.1,1017.4,17.9,19.4,Yes,Yes
21.3,27.9,0,WNW,52,WNW,E,11,26,85,65,1016.9,1013.3,22.5,27,No,No
21.3,31,0,NE,37,NNE,E,4,28,69,59,1019.7,1016.2,23.2,26.7,No,No
20.4,23.6,3.2,S,33,W,NE,15,7,86,83,1012.4,1010.6,20.6,22.2,Yes,Yes
8.5,17.4,0,SSE,37,W,S,22,19,75,67,1023.8,1022.5,10.4,16.8,No,No
21.2,28.8,0,NE,56,ESE,NE,2,22,62,53,1021.7,1018.2,25.6,28.2,No,No
20.9,27.6,0,NE,52,NE,ENE,15,19,59,53,1022.6,1018.1,23.8,25.5,No,No
10.7,21,0,NA,0,N,WNW,6,9,49,31,1021.4,1019.5,14.7,20.4,No,No
20.9,42.3,0,NNW,69,SSE,NW,4,28,52,14,1005.8,999.1,27.3,39.8,No,No
18,24.7,7.4,WSW,26,WNW,WSW,13,11,84,66,1017,1013.3,18.7,24.3,Yes,No
20.8,26.4,0,NA,0,W,NE,6,19,82,66,1019.2,1014.9,23.1,26.2,No,No
16.5,16.9,17,SW,35,S,WSW,9,13,91,90,1019.7,1018.4,16.7,16.2,Yes,Yes
13.8,17.9,3.6,NA,0,W,W,19,19,81,60,1018.3,1016.2,14.3,17.2,Yes,Yes
20.5,21.3,4,NA,0,SSW,SSW,4,9,92,88,1019.8,1018.4,20.6,21.2,Yes,Yes
7.9,16.5,5.6,SSE,31,W,SSE,22,17,86,64,1028.7,1027.6,8.4,13.7,Yes,No
6.3,15.4,21.4,S,44,W,SW,17,11,84,78,1030,1028.2,8.9,12.3,Yes,Yes
19,25.1,0.2,NA,0,SSW,ESE,9,17,83,74,1018.9,1017.2,21.7,24.4,No,No
7.2,20.7,0.8,W,31,W,ENE,20,19,61,45,1024.3,1019.9,12.1,17,No,No
7,17.4,4.2,W,35,W,NW,20,9,60,43,1018.9,1014,11.2,17.1,Yes,No
16.5,26.2,0,S,54,S,SSE,22,24,60,53,1018.8,1017.6,23.1,25.2,No,No
20,27.4,14.8,SSE,39,SW,SE,17,26,59,58,1013.4,1014,22.7,25.9,Yes,No
16.3,26.2,0,SW,39,W,ESE,19,19,67,41,1016,1013.8,19,25.4,No,Yes
13.8,18.4,11.4,SE,39,E,ESE,19,11,88,50,1013,1013.8,14.5,18,Yes,Yes
11.8,19.3,2.2,NA,0,W,NNE,15,11,91,57,1025.2,1019.8,13.1,19.2,Yes,No
19.6,25.5,0,NA,0,W,NW,7,2,85,76,1018.6,1016.2,21.1,23.9,No,No
19.9,27.1,0,NNE,39,WNW,E,6,24,75,66,1017.9,1014.1,23,25.6,No,Yes
17,25.9,6,ESE,24,WNW,ESE,13,17,92,61,1005.1,1003.6,19.9,25.6,Yes,No
17.5,22.3,2.4,NE,31,ENE,NE,9,17,62,63,1018.4,1015.2,20.4,21.2,Yes,Yes
13.1,22.8,0,W,20,WNW,ESE,13,15,76,53,1032,1029.4,16.3,21.7,No,No
10.7,24.3,0,E,33,WNW,NE,15,20,40,32,1022.6,1018.7,15.4,21.5,No,No
6.2,17.1,0,NA,0,W,W,22,4,67,41,1024.3,1020.2,8.2,17.1,No,No
20.4,22.4,0,NA,0,SSE,SSE,24,31,78,72,1012.4,1013.4,21.2,20.1,No,No
17.2,23.2,5,W,22,WNW,E,13,13,77,53,1023.9,1020.1,19.6,22.9,Yes,No
15.1,23,0.4,NW,70,WNW,WNW,15,22,67,42,1007.9,1007.2,20,21.2,No,Yes
18.7,26,0,NA,0,W,ESE,17,20,79,58,1021.6,1020.8,20.3,25.3,No,No
11.1,20.1,3.4,S,43,W,SSE,22,24,86,48,1028.5,1025.4,14.4,18.4,Yes,Yes
15,24.9,11.2,NA,0,SSW,E,13,19,64,55,1009.9,1007.2,19.8,21.4,Yes,No
22.6,36.6,0,E,28,W,ENE,15,22,49,30,1007.2,1004.4,28.1,31.8,No,No
9.9,23.2,0,SW,31,W,WNW,9,9,46,27,1022.4,1017.6,12.7,22.7,No,No
21.3,26.6,0,NA,0,NE,NE,15,20,80,67,1017.5,1011.2,22.3,24.8,No,No
10.7,19.6,9.4,SW,39,W,S,20,17,63,51,1016.6,1015.1,12.9,19.3,Yes,No
9.7,22.7,0,NNE,26,W,E,15,15,73,53,1022.7,1019.4,12.5,19.3,No,No
18.8,23.2,0,SSE,54,SW,SSW,13,30,73,62,1017.6,1017.7,19.3,21.7,No,Yes
14,26.3,0,ENE,26,W,ENE,17,19,65,51,1022,1017.7,17.2,22.6,No,No
20.8,27.7,0,NNE,48,0,ENE,0,22,75,64,1019,1015.7,23.4,26.7,No,No
14.4,20.3,0,S,46,W,S,13,20,53,51,1025.3,1025.2,15.1,18.7,No,No
16.8,21.2,5.4,NA,0,SSE,S,17,15,55,69,0,1013.9,19.7,20.3,Yes,No
18.8,26.5,0,ENE,35,WNW,ENE,9,22,77,50,1025.2,1021.8,20.3,26,No,No
11.5,20,0,NA,0,W,NE,9,22,71,60,1025.3,1019.8,15.8,18.4,No,No
11.1,20.1,0,NA,0,W,E,13,20,66,65,1024,1022.7,16.8,18.5,No,No
10.8,18.6,17.2,NA,0,W,SSW,22,24,92,58,1021.5,1019.7,11.3,18.4,Yes,Yes
14.1,22.8,0.2,NNE,46,NNE,NE,6,19,58,59,1018.7,1013.5,19.4,21,No,No
8.4,19.4,0,WSW,57,WNW,WSW,20,17,48,29,1015.2,1013.7,11.7,19,No,No
19,27.4,0,ENE,39,ENE,ENE,7,22,62,67,1017.4,1015.7,23.8,24,No,No
7.2,16.2,0,NA,0,W,SSW,28,26,55,43,1024.6,1025.1,9.6,15.9,No,Yes
15.5,20.9,0,NA,0,E,NE,4,15,60,50,1019.8,1017.5,18.8,20,No,No
15.2,25.5,0.4,E,35,W,E,15,24,38,48,1013.8,1011.8,21.3,22.9,No,No
16.1,37,0,S,20,WNW,E,11,11,42,16,1024,1021.1,21.1,35.6,No,No
10.1,17.2,0,NA,0,W,W,39,35,30,23,1006.4,1004.1,13.9,16.9,No,No
8.7,19,0,W,24,W,SE,22,11,81,59,1024.6,1022.3,10.8,16.5,No,No
7.6,17,0,NA,0,W,S,19,19,56,40,1020.5,1019.2,10.5,15.7,No,No
8.9,16.7,5,SW,76,SW,SSW,28,30,52,45,1013.3,1012.3,13.1,16.2,Yes,No
14.9,22.9,2.8,SW,44,S,SE,22,20,59,49,1018.8,1019.5,18.5,21.9,Yes,No
18,23,0.2,S,35,WSW,SE,13,19,64,58,1023.9,1020.6,18.7,22.6,No,No
22.5,28.4,0,S,43,S,E,9,17,79,71,1013.5,1011.1,25.1,27.3,No,No
15.6,22.1,0,WSW,61,W,SE,28,24,19,28,1017.7,1018.5,18.2,19.6,No,No
6.5,17.4,0,W,44,W,SE,26,9,58,37,1022.3,1018.5,9.2,15.8,No,No
13.9,26.5,0,NA,0,W,SW,19,2,90,30,1024.8,1022.1,15.3,26.3,No,No
15.2,25.6,0,ENE,30,S,ENE,2,19,61,45,1016,1013.5,20.6,24.8,No,No
16.2,24.4,0,NE,56,N,NE,9,22,70,64,1015.1,1012.2,22,23.8,No,No
12.7,20.6,3,SSW,57,SW,SSE,17,28,39,32,1013.8,1013.7,16.1,19.3,Yes,No
19,24.8,0,NA,0,WNW,E,7,17,79,65,1018,1015.4,20.8,23.4,No,No
11.4,19.2,0,NA,0,NNW,W,13,22,63,34,1009.8,1007.3,13.8,18.6,No,No
18.1,23.2,0.2,ESE,43,SSE,ESE,22,28,70,50,1022.5,1023.5,18.7,22.2,No,No
15.6,25.3,1.6,NW,74,W,W,13,41,79,47,1011.7,1009.2,18.4,19.8,Yes,Yes
13.6,25,0,NNE,30,W,E,13,22,47,45,1020.4,1018.3,20,23.9,No,No
16.4,26.3,0,S,93,W,0,15,0,78,68,1006.6,1008.7,19.5,18.9,No,No
9.8,15.6,3.2,SSW,67,SSW,S,30,37,0,0,1020.7,1020.5,13.1,15.3,Yes,Yes
10.5,23.5,0,W,31,W,NW,11,11,46,33,1016,1013.4,13.4,23.5,No,No
16,24.6,5.8,NNW,37,NNW,N,6,19,86,55,1014.1,1008.4,17.4,23.1,Yes,No
15.7,21.7,23,SSE,50,SSE,SSE,19,33,74,75,1016,1014.5,18,18.8,Yes,Yes
15.1,21.1,5.4,SSW,35,SSE,ESE,20,19,80,54,1018.7,1018,16.7,18.8,Yes,No
19.6,28.2,3.4,SSW,52,NNE,NNE,11,13,71,67,1003.6,997.6,23.4,26.4,Yes,Yes
9.4,16.1,0,WSW,50,W,WSW,24,22,53,29,1015.1,1015.7,11.4,16,No,No
20.6,26.9,0,ENE,39,WNW,ENE,9,24,83,73,1019.4,1016.3,21.7,25.5,No,No
16.1,26.3,0,SW,74,E,NNE,7,28,64,52,1017.2,1015.1,23.3,23.8,No,Yes
15.3,23.6,0,NE,43,NNE,NE,17,24,58,59,1025.9,1020.5,20.7,21.4,No,No
20.8,26.8,0,NA,0,S,S,9,15,80,72,1019.3,1019.1,21.9,25.3,No,Yes
18.3,26.4,0,E,30,SSW,ESE,11,19,59,47,1009.8,1008.7,22.9,26.1,No,No
17.9,19,0.6,S,48,SSE,SSW,13,13,91,89,1023.9,1022.9,18.1,18.5,No,Yes
13.3,19,0,NNE,22,W,NE,7,15,67,62,1016.5,1013.5,15.4,17.9,No,Yes
17,25.4,0,W,22,WNW,ENE,19,11,65,72,1025.2,1022.4,20.2,22.5,No,No
18.3,25.6,0,SSE,37,ENE,NNE,2,13,69,89,1003.8,1002.1,23,20.5,No,Yes
7.9,20.6,0,SSE,33,W,SSE,17,17,75,40,1032,1030.1,10,17.5,No,No
12.7,17.5,0.4,ENE,24,NNE,ENE,11,6,84,68,1024.9,1021.9,14.6,16,No,No
18.3,23.4,0,NA,0,ENE,E,17,20,54,53,1017.1,1013.9,19.7,22.5,No,No
11.7,16.1,0.8,WNW,85,W,W,46,48,34,28,999.3,1003.6,12.9,15.2,No,No
10.5,19.3,0,W,26,WNW,ENE,7,13,87,70,1025.8,1021.6,11.7,18.3,No,No
21.4,25.5,70,NA,0,S,E,17,11,92,80,1011.9,1010.2,22.1,25.2,Yes,Yes
9.2,20.1,0,SSE,37,W,SE,19,19,54,44,1024.9,1023.5,15.6,19.8,No,No
20.7,24.5,7.2,NNE,35,NNE,E,7,13,84,91,1014.3,1013,23.7,22.7,Yes,Yes
11.4,20.1,0,NA,0,W,NW,13,2,71,39,1025.4,1022.7,13.3,19.3,No,No
18.8,24.6,0,NE,46,E,E,11,24,52,50,1019.3,1016.6,23,23.3,No,No
7.3,20,0,WNW,22,WNW,ENE,17,11,75,32,1027,1023.6,9.6,19,No,No
21.1,27.4,27.8,ENE,24,WNW,ENE,9,20,95,73,1001.3,999.4,21.6,26.2,Yes,No
12.7,22.6,0,W,46,W,E,19,19,29,39,1019.9,1016.6,18.1,19.9,No,No
10.1,20.4,0.2,NW,50,NNW,NW,28,26,50,55,1014.1,1010,17,18.6,No,No
14,17.1,4.2,ESE,54,SSE,SSW,31,22,71,68,1021.2,1016.8,15.9,16.3,Yes,Yes
12.7,24.8,0.4,NA,0,W,E,15,6,81,38,1011.2,1007,15.6,24.6,No,No
10.1,19.8,0,WSW,54,W,W,24,19,53,34,1022.5,1020.7,13.4,19.3,No,No
18.1,23.1,0,NA,0,SSW,S,19,33,55,61,1008.1,1009.2,21.2,19.6,No,Yes
20.5,30.4,0,NNE,50,ENE,NNE,13,28,70,56,1015.7,1012.8,26.1,27.2,No,No
12.7,17.7,6,NA,0,WNW,ESE,17,17,97,71,1032.1,1029.8,14.1,17.2,Yes,Yes
20.6,27.2,26.4,E,43,SE,ESE,9,22,87,67,1021,1019.4,21.4,25,Yes,Yes
21,26.8,0,S,41,SSE,ESE,11,19,64,55,1016,1015,22.6,23.8,No,No
10.1,16.9,0.2,NA,0,W,WNW,19,6,87,61,1023.6,1021.1,11.4,16,No,No
19.7,24.9,0.6,NE,37,WNW,E,11,9,89,72,1022.5,1021.2,21.2,24.4,No,Yes
18.4,21.8,0,NA,0,ESE,E,20,22,59,57,1020.2,1018.5,19.6,21.5,No,No
19.4,26.6,24.6,NA,0,W,S,19,15,93,62,1010.2,1008.1,20.2,25.7,Yes,Yes
9.2,22.1,0,NA,0,NNW,NW,19,28,47,35,1017.1,1010.3,13.8,21.6,No,No
14.9,20.1,0.2,E,33,W,E,2,24,70,51,1023.2,1021.3,16.8,19.7,No,No
17.5,24.3,18.6,E,39,NNW,E,13,26,84,70,1022.9,1022.1,20.4,23.2,Yes,Yes
15.5,23.1,9.2,S,30,N,WNW,7,6,72,63,1015,1011.5,18.2,22.6,Yes,No
19.6,24.7,11.4,NA,0,ESE,ESE,22,17,87,79,1023.3,1021.8,21.9,23.8,Yes,Yes
10,16.2,0,NA,0,W,WNW,17,22,62,44,1011.5,1008.3,11.7,15,No,No
7.7,19.6,0,W,26,W,E,19,7,79,53,1031.3,1028,9.8,18.2,No,No
16.8,24.9,0.2,NE,41,NW,E,6,17,62,53,1019.4,1016.7,20.5,23.1,No,No
16.9,27.6,0,NNE,33,WNW,ESE,17,19,41,36,1019.7,1018.5,19.4,26.3,No,No
7.8,20.7,0,W,22,W,W,13,6,83,39,1026.8,1023.3,9,20.5,No,No
16.6,23,8.6,ESE,52,ESE,NE,20,17,79,95,1020.6,1016.5,21.7,19,Yes,Yes
15.2,22,0.6,SSW,61,WSW,SSW,17,24,55,48,1011.7,1010.7,17.3,21.5,No,No
16,31,0,WNW,37,W,W,9,22,40,16,1021,1015.6,22.5,30.8,No,No
18.4,24.3,14.8,SW,37,SSW,SE,20,22,79,63,1013.2,1014.4,19.9,22.8,Yes,No
8.1,17.3,0.2,S,39,WNW,S,19,20,70,59,1027.1,1026.8,10.4,16.3,No,No
11.4,20.9,0,N,24,W,NNE,11,13,89,52,1016.7,1013.2,11.8,20.4,No,No
11.1,15.1,5.4,SSW,57,S,SSW,22,24,0,0,1025.3,1024.5,12.3,14.7,Yes,No
17.5,23.1,0.8,NA,0,W,NE,11,17,72,60,1024.9,1021,18.3,20,No,Yes
13.1,17,10.4,NA,0,W,ENE,15,2,97,86,1020.7,1016.8,13.4,16.8,Yes,No
16.6,33.5,0,NW,52,SE,NW,2,26,42,16,1013.7,1007.2,23.7,32.7,No,No
10.4,16.1,2.2,W,17,W,ESE,11,2,95,86,1025.2,1021.5,11.9,14.5,Yes,Yes
19.7,29.4,0,NA,0,SSW,ENE,2,19,58,53,1011.5,1009.7,24.6,27.1,No,No
20.3,24.3,0,ENE,35,E,ENE,17,20,60,52,1019.4,1018.1,21.1,23,No,No
9.7,20.4,5,WSW,39,WNW,ESE,15,15,45,37,1022.4,1019.1,16.1,19.3,Yes,No
